gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,InternetService_DSL,InternetService_Fiber optic,InternetService_No,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
0,1,1,0,-1.1172721918246462,1,1,0,0,0,0,0,0,1,0.3175057947008148,-0.8596539702418583,1,False,True,False,True,False,False,False,False,True,False
1,0,0,0,-1.2802480369298874,1,0,0,1,0,0,0,0,0,-0.4702927131580572,-0.9850173884501112,1,True,False,False,True,False,False,False,False,False,True
1,1,1,0,1.082901717096109,0,0,0,1,0,0,1,1,1,-0.4835888905058862,0.3150738337074805,0,True,False,False,True,False,False,False,False,True,False
1,0,0,0,-0.2616490050221303,1,1,0,0,0,1,0,0,1,0.5219345214236869,-0.0858111564559154,1,False,True,False,True,False,False,False,False,True,False
0,0,1,0,-1.2802480369298874,1,0,0,0,0,0,0,0,1,-1.4791401694245876,-0.9984074280159057,0,False,False,True,True,False,False,True,False,False,False
1,0,1,1,1.5718292524118322,1,0,1,1,1,0,1,1,1,1.3246912287988668,2.208187187079653,0,False,True,False,False,True,False,True,False,False,False
1,0,1,1,1.24587756220135,1,0,0,0,0,0,0,0,1,-1.517366679299596,-0.4880638277611227,0,False,False,True,False,False,True,False,False,False,True
0,0,1,1,-0.5876006952326126,1,0,0,0,0,0,0,0,0,-1.4741541029191516,-0.8498596085166314,0,False,False,True,True,False,False,False,False,False,True
0,0,0,1,-0.7505765403378537,1,1,1,0,0,1,0,0,1,0.7047569599563366,-0.4937992648074267,0,False,True,False,True,False,False,False,False,False,True
0,0,1,1,1.2866215234776603,1,1,0,1,1,0,0,1,1,0.9324539970379092,1.6312683983412335,0,False,True,False,False,True,False,False,False,True,False
0,0,1,0,0.960669833267178,1,1,1,0,0,0,1,1,1,1.1036422803912085,1.3179591200002492,0,False,True,False,False,True,False,False,False,True,False
1,0,0,1,-0.2616490050221303,0,0,0,1,0,0,1,0,1,-0.8259654572124846,-0.5556978661610001,0,True,False,False,False,True,False,True,False,False,False
1,0,0,0,0.8791819107145575,1,0,1,1,0,0,1,0,1,0.0166797822061822,0.5424839125934351,0,True,False,False,False,False,True,True,False,False,False
1,0,1,0,-1.1987601143772668,1,0,0,0,1,1,0,0,1,-0.299104429804758,-0.939178010826189,0,True,False,False,True,False,False,False,False,False,True
0,0,0,0,-1.2395040756535771,0,0,0,0,0,0,0,1,1,-1.000477784902741,-0.9798996138549476,1,True,False,False,True,False,False,False,False,True,False
0,0,1,0,0.3087664528462136,1,1,0,0,0,1,0,0,1,0.4670877898638917,0.3721634916914606,0,False,True,False,True,False,False,False,True,False,False
0,0,1,1,-0.1801610824695097,1,0,0,0,0,0,1,1,1,0.8410427777715843,0.1392606288650072,1,False,True,False,False,True,False,True,False,False,False
1,0,1,0,-0.4246248501273714,1,0,1,1,0,1,1,1,1,1.323029206630388,-0.045332206532962,0,False,True,False,True,False,False,False,False,True,False
1,0,0,0,1.490341329859212,1,1,0,0,0,0,0,0,0,-1.3578125511256471,-0.2515652870941018,0,False,False,True,False,False,True,True,False,False,False
0,0,1,1,-0.22090504374582,1,0,0,1,0,0,0,0,0,-0.4968850678537152,-0.4178709020636634,0,True,False,False,True,False,False,False,False,False,True
0,0,1,0,1.5718292524118322,0,0,1,1,1,1,1,1,0,0.0665404472605412,1.061430668417674,0,True,False,False,False,True,False,True,False,False,False
0,0,1,1,1.2051336009250395,1,0,1,0,1,1,1,0,1,0.1978401985703534,0.8736171645244722,0,True,False,False,False,True,False,True,False,False,False
1,0,0,1,-1.2802480369298874,1,0,0,0,0,0,0,0,1,-1.5123806127941604,-0.998848615481006,0,False,False,True,True,False,False,False,False,False,True
1,0,1,1,0.1865345690172827,1,0,0,0,0,0,0,0,0,-1.495760391109374,-0.6870173151481073,0,False,False,True,False,False,True,True,False,False,False
0,0,1,0,0.6754621043330061,0,0,0,1,0,1,1,1,1,-0.2824842081199717,0.2194023319004784,0,True,False,False,False,True,False,False,True,False,False
1,1,1,0,0.3495104141225239,0,0,0,1,1,0,1,1,1,-0.3605992500384672,-0.0299568233742163,0,True,False,False,True,False,False,False,False,True,False
0,0,0,0,1.24587756220135,1,1,1,1,1,0,1,1,0,1.4443568249293284,1.9839315985691663,0,False,True,False,True,False,False,False,True,False,False
0,0,1,1,-0.6283446565089229,1,1,0,0,1,0,1,0,0,0.779547957537875,-0.3629430626586749,1,False,True,False,True,False,False,False,False,True,False
1,0,0,1,-1.2802480369298874,1,0,0,0,0,0,0,0,1,-1.5073945462887242,-0.998782437361241,1,False,False,True,True,False,False,False,False,False,True
1,1,0,0,0.9199258719908678,1,1,1,0,0,0,1,1,1,1.1302346350868666,1.4711173485098217,1,False,True,False,True,False,False,False,False,True,False
0,0,1,0,-0.4246248501273714,1,0,0,0,0,0,0,0,1,0.1479795335159944,-0.321758212791561,1,False,True,False,True,False,False,False,False,True,False
0,0,0,0,-0.7098325790615434,0,0,1,1,1,1,0,0,0,-0.6281848191635273,-0.7014220858836323,0,True,False,False,False,True,False,False,False,False,True
0,0,0,0,0.1050466464646622,1,0,0,0,0,0,0,0,0,-1.5140426349626388,-0.7348640957382357,0,False,False,True,True,False,False,True,False,False,False
1,0,0,0,-1.2802480369298874,1,0,0,0,0,0,0,0,1,-1.4824642137615447,-0.9984515467624158,1,False,False,True,True,False,False,False,False,False,True
1,0,0,0,1.490341329859212,0,0,0,1,1,0,0,0,1,-0.96557531936469,0.0921859263388042,0,True,False,False,False,True,False,True,False,False,False
0,0,1,0,1.24587756220135,1,1,0,1,0,0,0,0,1,0.5568369869617381,1.2113902878052694,0,False,True,False,True,False,False,True,False,False,False
0,0,1,0,1.0421577558197987,1,1,0,1,1,0,0,1,1,0.9806526399237896,1.4677643237750588,0,False,True,False,False,True,False,False,False,True,False
1,0,0,0,1.368109446030281,1,1,0,0,0,0,0,0,0,-1.3079518860712882,-0.2577198522322511,0,False,False,True,False,True,False,True,False,False,False
0,0,1,1,0.4309983366751445,1,1,0,0,1,0,1,1,1,1.1468548567716528,0.8500136351416057,0,False,True,False,True,False,False,True,False,False,False
0,0,1,1,-0.2616490050221303,0,0,1,1,0,1,0,0,0,-0.8625299449190146,-0.5550802037098597,0,True,False,False,True,False,False,False,True,False,False
1,0,1,1,0.960669833267178,1,1,0,0,1,1,1,1,1,1.2764925859129863,1.5840613395755003,0,False,True,False,False,False,True,False,False,True,False
1,1,0,0,1.4495973685829016,1,1,0,1,1,0,0,1,1,1.033837349315106,1.8617667894828904,0,False,True,False,True,False,False,False,False,True,False
0,0,1,1,-0.5876006952326126,1,0,0,0,0,0,1,0,0,-0.2941183632993219,-0.5296457463468268,0,True,False,False,True,False,False,False,False,False,True
0,0,1,0,0.0643026851883519,1,1,1,1,0,1,0,0,0,-0.0714073927231852,-0.0037061692007479,1,True,False,False,True,False,False,False,False,True,False
1,1,1,0,0.227278530293593,0,0,0,0,0,0,0,0,1,-1.327896152093032,-0.5856986137878212,0,True,False,False,True,False,False,False,False,True,False
1,0,1,1,-1.2395040756535771,1,0,1,1,0,1,0,0,0,-0.176114789337339,-0.9497885693618516,0,True,False,False,False,False,True,False,False,False,True
1,0,1,1,-0.506112772679992,0,0,1,0,1,1,0,0,1,-0.8442477010657496,-0.6432073998636465,0,True,False,False,False,False,True,False,True,False,False
1,0,1,0,1.2866215234776603,1,1,0,1,0,1,0,1,1,0.17789593254861,0.9694651413175144,0,True,False,False,False,True,False,False,False,False,True
1,1,0,1,0.960669833267178,1,0,1,0,0,0,1,1,0,0.997272861608576,1.3151796389701171,0,False,True,False,False,True,False,False,True,False,False
0,0,0,0,1.4495973685829016,1,0,0,0,0,0,0,0,0,-1.472492080750673,-0.3787155145360109,0,False,False,True,False,False,True,False,True,False,False
1,0,1,0,-0.6283446565089229,1,1,0,1,1,0,1,1,1,1.254886297722764,-0.2385943756201527,0,False,True,False,True,False,False,False,False,True,False
1,0,1,1,0.5532302205040753,1,0,0,0,0,0,0,0,0,-1.4907743246039378,-0.626883463654935,0,False,False,True,False,False,True,False,True,False,False
0,1,0,0,-0.1801610824695097,1,1,0,1,1,0,1,1,1,1.374551893853226,0.3834799501712835,1,False,True,False,True,False,False,False,False,True,False
1,0,1,1,-1.2395040756535771,1,1,1,0,0,0,0,0,0,-0.2691880307721424,-0.9572666968953016,1,True,False,False,True,False,False,False,False,False,True
1,0,0,0,1.3273654847539706,1,1,0,1,1,1,1,1,1,1.4742732239619438,2.0550068991968256,1,False,True,False,True,False,False,False,False,True,False
1,0,1,1,-0.6283446565089229,1,0,1,0,1,0,1,0,1,0.8177744674128837,-0.3281774904087705,1,False,True,False,True,False,False,False,False,True,False
1,1,0,0,0.7569500268856267,1,0,0,0,1,0,1,1,1,0.970680506912918,1.156991873358401,0,False,True,False,False,True,False,True,False,False,False
1,0,0,0,1.1236456783724194,1,1,0,1,0,0,1,0,1,0.8343946890976701,1.3974169824648146,0,False,True,False,True,False,False,True,False,False,False
1,0,1,0,-0.6690886177852331,1,1,0,0,0,0,0,0,1,0.3008855730160285,-0.4407905908756245,1,False,True,False,True,False,False,True,False,False,False
1,1,1,0,-0.3431369275747509,1,1,1,0,0,0,0,0,1,0.4670877898638917,-0.2254690485334185,1,False,True,False,True,False,False,False,False,True,False
1,0,0,0,-1.2802480369298874,1,0,0,0,0,0,0,1,1,-0.3024284741417151,-0.9827893917513548,1,True,False,False,True,False,False,False,False,False,True
0,0,0,0,1.5718292524118322,1,0,1,1,1,1,1,0,0,0.4172271248095328,1.4412710164957856,0,True,False,False,False,False,True,False,True,False,False
0,0,1,1,0.8384379494382472,1,1,1,1,1,1,0,1,1,1.304746962777123,1.4484623721769203,0,False,True,False,False,False,True,True,False,False,False
0,0,0,0,-0.5876006952326126,1,1,1,0,1,0,0,0,1,-0.1395503016308091,-0.4971964082886991,0,True,False,False,True,False,False,False,False,False,True
0,0,0,1,1.4088534073065913,1,1,0,1,0,1,1,1,1,1.3895100933695332,2.188907294854769,0,False,True,False,False,True,False,True,False,False,False
0,1,0,0,-1.1580161531009563,1,1,0,0,0,0,1,1,1,0.9806526399237896,-0.8201015139956156,1,False,True,False,True,False,False,False,False,True,False
1,0,0,0,-0.9135523854430948,0,0,0,0,1,0,0,0,0,-1.173328090424519,-0.8947504330905879,1,True,False,False,True,False,False,False,False,False,True
1,0,1,1,0.4309983366751445,1,1,0,0,0,0,0,0,0,-1.3478404181147754,-0.5317855055525633,0,False,False,True,False,False,True,False,False,False,True
0,0,1,0,0.4309983366751445,1,1,0,1,0,0,0,0,0,0.5202724992552084,0.4921885415719998,0,False,True,False,True,False,False,False,False,True,False
0,0,0,0,1.1236456783724194,0,0,1,0,1,0,1,1,0,-0.3722334052178177,0.4207823503455148,0,True,False,False,False,False,True,False,False,True,False
1,0,0,0,-1.2802480369298874,1,0,0,0,0,1,0,0,1,0.3690284819236528,-0.9738774049563284,1,False,True,False,True,False,False,False,False,True,False
1,0,0,0,-1.0357842692720256,1,1,0,0,1,0,1,0,1,0.8526769329509349,-0.7455408323936632,1,False,True,False,True,False,False,False,False,True,False
0,0,0,0,-0.4653688114036817,1,0,0,1,1,0,0,1,1,0.8393807556031058,-0.1854754048220754,0,False,True,False,True,False,False,False,False,True,False
1,1,0,1,-1.2802480369298874,1,0,0,0,1,0,0,0,1,-0.4869129348428435,-0.9852379821826612,1,True,False,False,True,False,False,False,False,False,True
1,0,0,0,-1.1172721918246462,1,0,0,1,0,0,0,0,1,0.327477927711687,-0.8381019625717081,0,False,True,False,True,False,False,False,False,True,False
0,0,1,1,0.1457906077409725,1,1,1,1,1,1,1,1,1,0.934116019206388,0.4835192078827787,0,True,False,False,False,False,True,False,True,False,False
1,1,1,0,0.8384379494382472,1,1,1,0,0,1,0,0,1,-0.1578325454840742,0.4175175631037724,1,True,False,False,False,True,False,False,False,True,False
0,1,1,0,-1.2802480369298874,1,1,0,0,0,0,0,0,1,0.3208298390377723,-0.974517126780724,1,False,True,False,True,False,False,False,False,True,False
0,0,0,0,0.8384379494382472,1,0,0,1,1,1,0,1,1,0.9856387064292256,1.2174345560771436,0,False,True,False,False,True,False,False,True,False,False
0,0,1,0,0.7162060656093164,1,1,0,0,1,0,1,1,0,0.3623803932497382,0.7027673186643775,0,True,False,False,False,True,False,True,False,False,False
1,0,1,0,1.368109446030281,1,1,0,1,0,1,1,1,1,1.304746962777123,2.03241810098369,1,False,True,False,False,True,False,False,False,True,False
0,0,1,1,0.8791819107145575,1,1,0,1,1,0,0,0,1,-0.1661426563264673,0.4249295125174576,0,True,False,False,False,False,True,True,False,False,False
0,0,1,1,-0.1801610824695097,1,0,0,0,0,0,0,0,1,-1.504070501951767,-0.7674457900358936,0,False,False,True,True,False,False,True,False,False,False
0,0,0,0,-1.1580161531009563,1,0,0,0,0,0,0,0,1,-0.648129085185271,-0.920471662305936,1,True,False,False,True,False,False,False,False,False,True
0,0,0,0,0.3495104141225239,1,1,1,1,1,1,1,1,1,1.6521095959891574,0.990090655310954,1,False,True,False,True,False,False,True,False,False,False
0,0,1,1,-0.0986731599168891,1,0,1,0,0,1,0,1,0,0.0499202255757549,-0.1587394444369967,0,True,False,False,True,False,False,True,False,False,False
0,1,0,0,-1.2802480369298874,0,0,0,0,0,0,0,0,1,-1.3162619969136813,-0.9962456094369142,1,True,False,False,True,False,False,False,False,True,False
1,0,1,0,0.8791819107145575,1,1,1,1,1,0,1,1,0,1.4875694013097729,1.6922405060180965,0,False,True,False,True,False,False,False,False,True,False
1,0,1,1,-0.9950403079957154,1,0,0,0,0,0,0,0,0,-1.5024084797832884,-0.9522151004199032,0,False,False,True,False,False,True,False,True,False,False
1,1,1,0,0.9199258719908678,1,1,0,1,1,1,1,1,1,1.622193196956542,1.7688968280792752,0,False,True,False,False,False,True,False,False,True,False
0,0,0,1,1.24587756220135,1,0,0,0,0,0,0,0,0,-1.5057325241202455,-0.4712766447140559,0,False,False,True,False,False,True,False,True,False,False
1,0,0,0,1.4495973685829016,1,0,0,1,1,0,0,0,0,0.4920181223910713,1.402159747714643,0,False,True,False,False,True,False,False,True,False,False
0,0,1,1,-1.2395040756535771,1,0,0,0,0,0,0,0,1,0.2277565976029689,-0.9474723351700748,0,False,True,False,True,False,False,False,False,True,False
1,0,0,0,-1.076528230548336,1,0,0,0,0,0,0,0,0,-1.4691680364137156,-0.9559210751267458,0,False,False,True,False,True,False,False,False,False,True
0,0,0,0,-0.791320501614164,1,1,0,0,0,0,0,0,1,0.3391120828910372,-0.5664187215629376,1,False,True,False,True,False,False,False,False,False,True
1,0,0,0,1.6125732136881423,1,0,1,1,1,1,1,0,1,0.3424361272279943,1.3469671958305944,0,True,False,False,False,False,True,True,False,False,False
1,0,1,0,-0.6283446565089229,1,0,0,0,1,0,1,1,1,1.0587676818422855,-0.3066475421118754,0,False,True,False,False,True,False,True,False,False,False
1,1,0,0,-0.7098325790615434,1,0,0,1,0,0,0,0,1,0.3191678168692938,-0.5333958398001795,1,False,True,False,True,False,False,False,False,True,False
0,1,0,0,1.3273654847539706,1,1,0,1,1,0,1,0,1,1.0188791497987983,1.7382784180013138,0,False,True,False,True,False,False,True,False,False,False
1,0,0,0,1.0421577558197987,1,0,0,0,0,0,0,0,0,-1.4791401694245876,-0.5081599167964418,0,False,False,True,False,False,True,False,True,False,False
1,1,1,1,1.4495973685829016,1,1,0,1,1,0,0,0,1,0.6598823614074136,1.5001695430866768,0,False,True,False,True,False,False,False,False,True,False
0,0,1,1,1.368109446030281,1,0,1,1,0,1,0,0,1,-0.2193273657177834,0.6739136584468174,0,True,False,False,False,False,True,False,True,False,False
0,1,1,0,1.5310852911355222,1,1,1,0,0,0,0,1,1,0.8659731102987638,1.8471634843880704,0,False,True,False,True,False,False,False,False,True,False
0,0,0,0,-0.5468567339563023,0,0,0,1,0,0,0,1,1,-0.8342755680548777,-0.6940983739629673,0,True,False,False,True,False,False,False,False,True,False
1,0,1,0,-0.6283446565089229,0,0,0,0,1,1,1,1,0,-0.338992961848245,-0.5949414911816726,0,True,False,False,False,True,False,False,False,True,False
1,0,0,0,-0.4246248501273714,1,1,1,0,0,0,1,1,1,1.1950534996575333,-0.0830757941722936,1,False,True,False,True,False,False,False,False,True,False
1,1,0,0,0.6347181430566958,1,1,0,1,0,0,1,1,1,1.1368827237607813,1.0857842164912113,0,False,True,False,False,True,False,False,False,True,False
1,0,0,0,1.24587756220135,1,1,0,1,0,0,0,1,0,0.8526769329509349,1.5627740443844107,0,False,True,False,False,True,False,False,True,False,False
1,0,1,0,1.4088534073065913,1,1,0,1,1,0,0,1,1,0.9424261300487812,1.8022064816943488,0,False,True,False,False,False,True,False,False,True,False
0,1,1,0,1.4088534073065913,1,1,1,0,1,0,1,1,1,1.404468292885841,2.1438179359215184,0,False,True,False,False,True,False,False,True,False,False
0,0,1,0,1.4088534073065913,1,1,0,0,0,0,0,0,1,-1.3145999747452028,-0.2427194784188405,0,False,False,True,False,False,True,False,True,False,False
0,0,0,0,-1.1580161531009563,1,1,0,0,0,1,1,1,1,1.1983775439944904,-0.8312194381161434,0,False,True,False,True,False,False,False,False,False,True
1,0,1,0,0.3087664528462136,1,1,0,1,0,1,1,0,0,0.1978401985703534,0.2816759425993871,0,True,False,False,False,True,False,False,True,False,False
1,0,0,0,-1.1172721918246462,1,1,0,1,1,0,1,1,0,1.3064089849456015,-0.7682840462195841,1,False,True,False,True,False,False,False,False,False,True
1,0,0,0,-0.0986731599168891,1,1,0,0,0,1,0,1,1,0.8343946890976701,0.1940561120304657,0,False,True,False,True,False,False,False,True,False,False
0,0,0,0,1.5310852911355222,1,1,1,1,1,1,1,1,0,1.6870120615272086,2.5784317077918333,1,False,True,False,False,True,False,False,True,False,False
0,0,1,1,1.6125732136881423,1,1,0,0,0,0,0,0,0,-1.3262341299245533,-0.1871077984429466,0,False,False,True,False,False,True,False,False,False,True
0,0,0,0,-1.2802480369298874,1,0,0,1,0,0,0,0,1,-0.5384356220656811,-0.9859218227535668,0,True,False,False,True,False,False,False,False,True,False
1,0,0,0,-1.2802480369298874,1,0,0,0,0,0,1,1,1,0.7828720018748321,-0.9683846210158296,1,False,True,False,True,False,False,False,False,True,False
0,1,0,0,1.082901717096109,1,1,0,1,0,0,0,0,1,0.4787219450432425,1.0178413468657637,0,False,True,False,False,False,True,False,True,False,False
0,0,1,1,1.4495973685829016,1,1,0,0,0,0,1,0,1,0.6050356298476185,1.5011401555098975,1,False,True,False,False,True,False,False,False,True,False
0,0,1,0,0.8384379494382472,1,0,1,1,1,0,1,1,1,1.3728898716847469,1.5381778432050683,1,False,True,False,False,True,False,True,False,False,False
0,1,0,0,-0.9950403079957154,1,0,0,0,1,0,0,0,1,0.3075336616899431,-0.7425848763774912,0,False,True,False,True,False,False,True,False,False,False
0,0,0,0,-1.0357842692720256,1,0,1,1,0,1,1,1,1,0.4554536346845415,-0.7554234316119102,0,True,False,False,True,False,False,False,False,True,False
0,0,0,0,-1.2395040756535771,1,0,0,0,0,0,0,0,0,-1.509056568457203,-0.980429038813068,0,False,False,True,True,False,False,False,False,False,True
1,0,1,0,0.5939741817803856,1,0,0,0,0,0,0,0,0,-1.4924363467724169,-0.5913458133411051,0,False,False,True,False,True,False,True,False,False,False
0,0,1,0,-1.2395040756535771,1,0,1,1,0,0,1,0,0,0.8493528886139774,-0.923317321455833,0,False,True,False,True,False,False,False,False,True,False
0,0,1,1,0.7569500268856267,1,1,0,0,0,1,0,0,1,0.5302446322660801,0.8089611415140219,0,False,True,False,True,False,False,False,False,True,False
1,0,0,0,-0.5876006952326126,1,0,1,0,1,1,1,0,1,0.1180631344833788,-0.4339080664200597,0,True,False,False,True,False,False,False,False,True,False
1,0,0,0,0.0235587239120416,1,0,0,0,0,0,0,0,0,-1.477478147256109,-0.7030544795045035,0,False,False,True,False,False,True,False,False,False,True
0,0,0,0,1.1236456783724194,1,1,0,0,0,0,0,0,0,-1.322910085587596,-0.3433543392082212,0,False,False,True,False,False,True,False,False,False,True
0,0,0,0,1.6125732136881423,1,1,1,1,1,1,1,1,1,1.6654057733369867,2.741274001160358,0,False,True,False,False,False,True,False,False,True,False
0,0,0,0,-1.2802480369298874,1,0,1,0,0,0,0,0,1,-0.543421688571117,-0.985988000873332,0,True,False,False,True,False,False,True,False,False,False
1,0,1,1,0.6347181430566958,1,1,0,0,0,0,0,0,0,-1.2796975092071516,-0.4580630801343017,0,False,False,True,False,False,True,True,False,False,False
1,0,1,1,-1.0357842692720256,0,0,1,0,0,1,0,0,1,-1.0071258735766555,-0.8841619339281805,1,True,False,False,True,False,False,False,False,True,False
1,0,0,0,0.8384379494382472,1,1,0,0,0,0,0,0,0,-1.336206262935425,-0.4430847656941461,0,False,False,True,False,False,True,False,False,False,True
1,1,1,0,0.5532302205040753,0,0,0,1,1,1,1,1,1,-0.16281861198951,0.2353071400173447,1,True,False,False,False,True,False,True,False,False,False
0,0,0,0,-0.8728084241667845,1,0,1,0,0,1,0,0,1,-0.338992961848245,-0.7347758582452157,0,True,False,False,False,True,False,False,False,False,True
1,1,1,0,-1.2395040756535771,1,0,0,0,1,0,1,1,1,1.0205411719672768,-0.9272218305219706,0,False,True,False,True,False,False,False,True,False,False
0,0,1,0,1.0421577558197987,1,1,1,1,1,0,1,1,1,1.524133889016303,1.8721126355394928,0,False,True,False,False,True,False,False,True,False,False
0,0,0,0,-1.2395040756535771,1,0,0,0,0,0,0,0,0,-1.4907743246039378,-0.9905322317638652,0,False,False,True,True,False,False,False,False,False,True
1,0,1,1,1.5310852911355222,0,0,1,0,1,1,1,1,0,-0.176114789337339,0.8212702717903207,0,True,False,False,False,False,True,True,False,False,False
0,0,1,1,-1.0357842692720256,1,0,1,1,1,0,1,0,0,0.154627622189909,-0.7968950533313393,0,True,False,False,False,True,False,False,False,True,False
1,0,1,0,1.6125732136881423,1,1,1,1,1,1,1,1,1,1.638813418641328,2.5602547842297003,0,False,True,False,False,False,True,False,True,False,False
1,0,1,0,0.960669833267178,1,0,0,0,0,0,1,1,0,0.8277466004237555,1.1778159217111357,0,False,True,False,True,False,False,False,False,False,True
0,0,1,0,1.6125732136881423,1,1,1,1,1,1,0,0,1,0.978990617755311,2.0146603055134027,0,False,True,False,False,False,True,True,False,False,False
0,0,0,0,0.3902543753988342,1,1,0,0,1,1,1,1,1,0.453791612516063,0.480938261211942,0,True,False,False,False,False,True,False,True,False,False
0,1,0,0,0.4309983366751445,1,0,1,1,0,1,1,1,1,1.4410327805923713,1.0224076371295516,1,False,True,False,True,False,False,False,True,False,False
1,0,0,0,-0.5876006952326126,1,0,0,0,0,0,0,0,0,-1.487450280266981,-0.849197827318981,0,False,False,True,True,False,False,False,False,False,True
1,0,0,0,-0.0986731599168891,1,0,1,1,1,0,0,0,1,0.6482482062280629,0.0685162188361726,0,False,True,False,True,False,False,False,True,False,False
1,0,1,1,-0.3023929662984406,1,1,0,0,0,1,0,0,1,-0.3223727401634587,-0.3605385909738783,0,True,False,False,False,True,False,False,False,False,True
1,0,0,0,-0.9542963467194052,1,0,0,0,0,1,1,1,1,1.033837349315106,-0.6423029655601908,0,False,True,False,True,False,False,True,False,False,False
1,0,0,1,1.5718292524118322,1,1,1,0,1,0,1,1,0,1.3928341377064908,2.249592630679317,0,False,True,False,False,False,True,True,False,False,False
1,0,1,1,1.5718292524118322,1,1,1,1,0,1,0,0,1,0.0682024694290198,1.0877033819643973,0,True,False,False,False,True,False,False,True,False,False
0,0,1,0,1.5718292524118322,1,0,1,1,1,1,1,1,1,0.6648684279128493,1.6600999991855392,0,True,False,False,False,True,False,True,False,False,False
0,0,1,1,1.0421577558197987,1,1,0,1,0,0,1,0,1,0.0665404472605412,0.7443271778768267,0,True,False,False,True,False,False,True,False,False,False
0,0,0,1,1.1643896396487294,1,1,0,0,0,0,0,0,1,-1.322910085587596,-0.3463102952243933,0,False,False,True,False,False,True,False,True,False,False
0,0,0,0,-0.4246248501273714,1,1,0,0,0,0,1,0,1,0.6432621397226272,-0.2035420315179331,0,False,True,False,True,False,False,True,False,False,False
1,0,1,1,-0.506112772679992,1,0,0,0,1,0,0,0,1,-0.5051951786961084,-0.5927355538561712,0,True,False,False,True,False,False,False,False,True,False
1,0,0,0,-0.2616490050221303,1,0,0,0,0,0,0,0,1,-1.4675060142452372,-0.7446363980902077,0,False,False,True,False,True,False,False,True,False,False
1,0,1,1,-0.0986731599168891,1,1,0,1,0,1,0,0,1,0.6233178737008834,0.1265764892433733,0,False,True,False,True,False,False,True,False,False,False
1,0,1,1,-1.2395040756535771,1,0,0,0,0,0,1,1,1,0.8227605339183194,-0.9255011994080794,1,False,True,False,True,False,False,True,False,False,False
0,1,1,0,0.9199258719908678,1,1,0,0,0,0,0,0,0,-0.4370522697884845,0.2449691455030415,0,True,False,False,True,False,False,True,False,False,False
1,0,1,0,1.490341329859212,0,0,1,0,1,1,1,1,0,-0.1511844568101595,0.781872231156863,0,True,False,False,False,False,True,True,False,False,False
0,1,1,0,-1.2802480369298874,1,0,0,0,0,0,0,0,1,0.1579516665268661,-0.9766789453597152,1,False,True,False,True,False,False,False,False,True,False
0,0,1,1,0.797693988161937,1,1,0,0,0,0,0,0,1,-1.3212480634191175,-0.4469451560137738,0,False,False,True,False,False,True,True,False,False,False
0,0,0,0,-1.1987601143772668,1,0,0,1,0,1,1,1,1,1.1003182360542514,-0.8682571258113143,1,False,True,False,True,False,False,False,False,True,False
1,0,1,1,0.4309983366751445,1,0,0,0,0,0,0,0,1,-1.5157046571311177,-0.6648917637733267,0,False,False,True,False,True,False,False,False,False,True
1,1,1,0,-0.6283446565089229,1,1,0,0,1,0,1,1,1,1.1850813666466615,-0.2915589308054448,1,False,True,False,True,False,False,False,True,False,False
1,0,0,0,-0.2616490050221303,1,0,0,0,0,1,1,0,0,-0.1777768115058176,-0.3424940236512755,0,True,False,False,False,True,False,False,True,False,False
0,0,1,0,-0.9542963467194052,1,0,0,0,0,0,1,1,0,0.8194364895813623,-0.630986507080368,1,False,True,False,True,False,False,False,False,True,False
0,0,0,0,0.512486259227765,1,1,0,0,1,0,0,1,1,0.8144504230759262,0.8421604982628201,0,False,True,False,True,False,False,False,True,False,False
0,1,0,0,0.512486259227765,1,1,0,0,1,0,1,1,1,1.241590120374935,1.0818135293053086,0,False,True,False,False,True,False,True,False,False,False
0,0,0,0,0.0235587239120416,1,1,1,0,0,1,0,0,0,-0.1794388336742964,-0.1458126517095576,0,True,False,False,False,True,False,False,False,True,False
0,0,1,0,0.8384379494382472,1,1,0,1,1,1,1,1,1,1.4676251352880292,1.5154346293791474,0,False,True,False,False,True,False,True,False,False,False
0,1,1,1,1.3273654847539706,1,1,0,0,1,1,1,1,1,1.2997608962716871,1.9781961615228625,0,False,True,False,False,True,False,True,False,False,False
1,0,0,0,0.4309983366751445,1,1,0,0,0,1,1,1,1,1.1701231671303538,0.8507195350857664,1,False,True,False,False,True,False,False,False,True,False
0,0,1,0,-0.9135523854430948,1,0,0,0,1,0,1,1,1,0.0997808906301139,-0.7192019407271748,0,True,False,False,True,False,False,False,True,False,False
1,0,1,1,0.797693988161937,1,0,0,0,0,0,0,0,1,-1.4608579255713223,-0.5345870459559503,0,False,False,True,False,True,False,False,True,False,False
1,0,0,0,-0.8728084241667845,1,1,0,0,1,0,0,0,0,-0.3672473387123819,-0.7391215547764538,1,True,False,False,True,False,False,False,False,True,False
0,1,0,0,-0.22090504374582,1,1,0,0,0,0,0,1,1,0.679826627429157,0.0017424959932408,1,False,True,False,True,False,False,False,False,True,False
